,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded
2863,2020-05-01,29,0,0,0,0,24,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2866,2019-09-01,21,3,3,0,0,30,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2872,2019-11-01,38,8,5,2,8,30,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2873,2019-05-01,35,9,6,8,0,37,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2874,2020-03-01,28,7,3,1,2,28,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2925,2020-02-01,28,3,3,0,3,22,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2926,2019-12-01,28,3,2,0,2,17,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2927,2019-06-01,14,2,1,2,0,16,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2928,2020-04-01,11,0,0,0,0,6,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2930,2020-05-01,15,0,0,0,0,10,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2931,2019-08-01,28,3,3,0,0,27,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2935,2019-07-01,14,0,0,0,0,38,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2937,2020-01-01,44,0,0,0,6,28,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2939,2019-09-01,27,4,3,0,0,17,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2945,2020-03-01,24,4,4,2,1,19,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2947,2019-05-01,21,1,1,1,0,23,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2948,2019-10-01,25,2,2,0,1,20,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2949,2019-11-01,26,1,0,0,0,15,6118.0,Urban,10.0,Treatment,8.0,2.5883555,1.1,0.0,1.0,1.0,1.0
2976,2020-01-01,40,13,10,7,16,52,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2977,2020-03-01,25,10,4,2,3,40,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2978,2019-10-01,41,9,4,12,10,62,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2979,2019-12-01,40,15,5,14,3,61,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2980,2019-05-01,46,13,7,14,0,71,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2981,2020-04-01,36,7,7,1,5,33,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2984,2019-07-01,48,23,8,31,0,54,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2986,2020-02-01,29,9,5,8,33,34,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2987,2019-11-01,22,7,1,8,4,62,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2989,2019-08-01,34,6,5,5,0,34,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2993,2020-05-01,90,11,4,5,2,76,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2995,2019-09-01,32,12,8,20,0,43,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
2996,2019-06-01,46,13,7,14,0,44,6120.0,Rural,9.0,Treatment,9.0,2.6780303,2.35,1.0,0.0,0.0,1.0
3002,2020-04-01,157,3,3,1,0,66,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3003,2019-05-01,40,4,4,3,0,224,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3005,2019-08-01,36,7,7,14,0,163,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3009,2019-11-01,33,9,6,9,2,181,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3010,2019-12-01,35,5,5,4,10,200,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3013,2020-01-01,53,10,7,5,7,171,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3014,2020-03-01,53,3,2,4,8,136,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3015,2019-07-01,34,6,4,7,0,204,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3016,2020-02-01,41,9,4,6,18,164,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3017,2019-10-01,72,13,7,22,4,202,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3018,2019-09-01,37,7,5,5,0,195,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3021,2019-06-01,35,7,7,7,0,232,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3022,2020-05-01,52,7,4,3,0,125,6121.0,Urban,10.0,Treatment,9.0,2.6666667,2.2,1.0,0.0,1.0,1.0
3025,2020-01-01,40,8,4,10,3,61,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3026,2019-06-01,37,10,7,12,0,107,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3032,2019-08-01,26,5,4,7,0,82,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3034,2020-02-01,25,10,6,19,8,50,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3035,2019-09-01,29,6,5,8,0,55,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3036,2020-04-01,25,3,3,2,1,33,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3039,2020-03-01,28,7,5,4,2,63,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3040,2019-11-01,28,7,4,13,0,55,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3041,2019-05-01,31,10,5,12,0,89,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3044,2019-10-01,26,5,5,10,0,89,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3046,2019-07-01,39,9,6,18,0,105,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3048,2020-05-01,64,11,4,14,2,67,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3049,2019-12-01,39,6,5,17,2,80,6122.0,Rural,9.0,Treatment,8.0,2.4287317,2.45,0.0,1.0,0.0,1.0
3052,2020-03-01,47,3,3,3,1,76,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3053,2019-12-01,51,6,4,14,0,55,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3057,2019-05-01,38,8,5,17,0,82,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3058,2020-02-01,40,4,3,6,1,51,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3059,2019-07-01,47,11,5,27,0,76,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3060,2019-08-01,51,0,0,0,0,53,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3061,2020-05-01,62,7,3,16,0,92,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3063,2020-01-01,52,2,1,4,2,75,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3064,2020-04-01,61,8,2,14,0,60,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3069,2019-10-01,63,2,2,2,0,81,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3070,2019-06-01,37,3,3,4,0,69,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3072,2019-09-01,38,1,1,2,0,91,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3073,2019-11-01,61,6,3,16,0,107,7123.0,Rural,11.0,Treatment,9.0,2.6660376,2.12,1.0,0.0,0.0,1.0
3079,2019-12-01,10,0,0,0,0,16,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3080,2020-04-01,19,0,0,0,0,21,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3081,2019-10-01,19,0,0,0,0,16,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3082,2019-09-01,18,0,0,0,0,15,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3083,2020-05-01,41,0,0,0,0,31,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3086,2019-07-01,20,2,1,6,0,30,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3087,2019-11-01,16,0,0,0,0,24,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3088,2020-02-01,23,0,0,0,0,11,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3089,2020-03-01,15,0,0,0,0,27,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3090,2019-05-01,16,0,0,0,0,20,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3094,2019-06-01,21,2,2,5,0,22,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3095,2020-01-01,17,0,0,0,0,18,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3097,2019-08-01,18,0,0,0,0,21,7124.0,Rural,11.0,Treatment,7.0,2.9886365,2.02,1.0,0.0,0.0,1.0
3100,2019-07-01,32,7,6,5,0,12,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3103,2019-08-01,30,9,4,17,0,28,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3105,2020-05-01,29,4,3,6,0,36,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3106,2020-04-01,17,1,1,0,0,9,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3109,2020-03-01,24,0,0,0,2,17,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3110,2019-09-01,27,5,3,8,0,26,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3113,2020-02-01,23,0,0,0,1,24,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3114,2019-11-01,27,4,3,3,1,18,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3115,2019-10-01,33,6,2,6,0,24,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3116,2019-12-01,20,4,2,4,0,9,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3121,2019-06-01,19,5,4,7,0,18,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3122,2019-05-01,20,1,1,2,0,25,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3124,2020-01-01,27,3,1,3,1,25,7125.0,Rural,11.0,Treatment,8.0,2.5333333,2.03,0.0,1.0,0.0,1.0
3175,2019-07-01,32,0,0,0,0,45,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3178,2019-11-01,32,0,0,0,0,55,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3179,2020-01-01,36,2,2,4,2,58,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3180,2020-03-01,37,3,3,5,0,34,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3182,2019-10-01,29,0,0,0,0,56,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3184,2020-05-01,41,7,3,17,0,55,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3185,2019-09-01,32,2,1,7,0,71,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3186,2020-04-01,38,5,2,7,0,34,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3187,2019-12-01,17,0,0,0,0,54,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3189,2019-06-01,53,1,1,0,0,63,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3192,2020-02-01,39,5,4,8,0,54,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3193,2019-05-01,39,1,1,0,0,50,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3195,2019-08-01,38,1,1,0,0,44,7128.0,Rural,11.0,Treatment,6.0,1.6169591,1.0,1.0,0.0,0.0,1.0
3250,2019-07-01,56,0,0,0,0,62,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3251,2019-09-01,38,1,1,1,0,43,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3253,2020-03-01,46,1,1,1,5,45,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3254,2019-12-01,22,1,1,4,0,30,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3255,2020-02-01,36,1,1,1,1,49,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3256,2020-04-01,56,2,2,2,0,27,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3258,2019-05-01,29,1,1,1,0,65,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3262,2019-06-01,20,0,0,0,0,64,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3264,2019-08-01,33,1,1,3,0,54,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3266,2020-01-01,27,4,4,3,1,33,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3267,2019-10-01,48,2,2,4,0,55,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3270,2020-05-01,77,3,3,3,0,54,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3274,2019-11-01,39,2,2,3,0,48,7131.0,Rural,11.0,Treatment,8.0,3.8514414,1.04,0.0,1.0,0.0,1.0
3276,2019-08-01,30,0,0,0,0,37,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3279,2020-05-01,61,2,2,3,0,88,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3281,2019-12-01,20,0,0,0,0,50,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3284,2019-11-01,27,0,0,0,0,56,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3285,2019-07-01,31,1,1,1,0,51,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3287,2019-10-01,31,1,1,1,0,52,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3288,2020-02-01,25,2,2,1,2,47,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3289,2020-01-01,25,1,1,0,0,78,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3292,2019-09-01,24,1,1,1,0,37,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3293,2020-04-01,55,1,1,2,0,43,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3294,2019-06-01,38,0,0,0,0,51,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3296,2019-05-01,36,3,3,4,0,47,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3297,2020-03-01,22,1,1,1,0,57,7132.0,Rural,11.0,Treatment,9.0,3.6222224,3.06,0.0,1.0,0.0,1.0
3300,2020-02-01,19,6,3,1,5,28,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3302,2019-10-01,17,2,2,0,2,48,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3304,2020-03-01,36,10,5,6,3,18,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3305,2020-01-01,19,9,7,5,4,32,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3306,2019-11-01,21,4,2,0,1,39,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3309,2019-08-01,11,3,3,0,4,45,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3310,2019-06-01,26,2,2,1,2,43,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3313,2020-05-01,43,7,2,8,0,47,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3314,2019-09-01,23,6,3,2,2,42,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3315,2019-05-01,16,5,4,2,1,39,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3316,2019-12-01,19,4,3,3,2,45,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3321,2020-04-01,51,2,1,0,0,26,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3323,2019-07-01,15,3,3,0,3,39,8133.0,Rural,12.0,Treatment,8.0,4.133333,2.3,1.0,0.0,0.0,1.0
3325,2019-12-01,17,0,0,0,0,39,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3327,2019-05-01,23,2,2,0,0,57,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3329,2020-03-01,26,8,4,3,3,33,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3331,2019-06-01,32,2,2,0,0,63,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3333,2020-04-01,55,11,2,5,3,54,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3334,2019-08-01,12,0,0,0,0,36,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3337,2019-10-01,30,2,2,0,0,59,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3340,2020-01-01,22,0,0,0,1,51,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3341,2019-11-01,27,1,1,0,0,53,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3342,2020-05-01,51,10,5,1,2,82,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3345,2019-09-01,14,0,0,0,0,30,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3348,2019-07-01,21,0,0,0,0,46,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3349,2020-02-01,13,1,1,0,3,20,8134.0,Rural,12.0,Treatment,5.0,2.862805,0.0,0.0,1.0,0.0,1.0
3375,2019-09-01,16,8,5,4,1,20,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3381,2019-10-01,22,12,6,3,0,39,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3382,2020-03-01,36,6,5,1,0,22,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3384,2019-05-01,26,9,7,5,0,46,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3386,2020-05-01,35,9,5,5,0,21,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3387,2020-02-01,7,2,2,0,0,23,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3389,2019-12-01,3,1,1,0,0,27,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3390,2020-01-01,5,3,3,3,3,20,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3393,2019-06-01,13,3,3,0,0,50,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3394,2020-04-01,28,5,3,1,0,27,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3395,2019-08-01,19,3,2,3,0,28,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3397,2019-11-01,11,4,4,2,0,36,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3398,2019-07-01,17,5,5,3,0,67,8136.0,Rural,12.0,Treatment,7.0,3.68125,1.15,0.0,1.0,0.0,1.0
3401,2020-04-01,48,6,5,2,1,21,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3402,2020-03-01,63,11,6,4,3,31,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3404,2019-12-01,25,10,7,3,4,30,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3405,2019-07-01,31,9,7,2,1,55,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3408,2019-08-01,28,6,5,3,2,32,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3411,2020-05-01,76,18,7,6,2,32,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3412,2019-06-01,26,6,4,0,3,53,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3413,2019-09-01,25,9,6,0,3,45,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3415,2020-01-01,53,16,7,6,1,32,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3420,2019-11-01,33,9,4,3,1,30,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3422,2020-02-01,48,16,7,6,0,27,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3423,2019-10-01,37,10,3,0,2,42,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3424,2019-05-01,43,13,9,7,2,46,8137.0,Rural,12.0,Treatment,8.0,3.9191918,2.35,0.0,1.0,0.0,1.0
3425,2019-11-01,32,15,7,4,0,18,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3427,2019-08-01,23,6,3,2,0,8,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3428,2019-05-01,26,11,8,8,0,14,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3429,2020-05-01,85,14,5,1,0,24,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3433,2019-12-01,25,9,4,3,0,23,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3434,2019-10-01,22,9,5,4,0,10,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3435,2019-06-01,27,11,5,7,0,14,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3436,2020-04-01,44,10,5,4,0,12,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3440,2020-03-01,37,17,6,2,0,16,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3444,2020-01-01,24,7,5,3,0,14,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
3445,2019-07-01,22,12,7,6,0,18,8138.0,Rural,12.0,Treatment,6.0,3.5076923,0.0,1.0,0.0,0.0,1.0
